"Neighborhoods","Periods","CrimeType_Category","total_crime_sum"
"BU03631005","Nov2021","Violence",0
"BU03631005","Oct2021","Environment",0
"BU03631005","Oct2021","Inappropriateness",2
"BU03631005","Oct2021","Other",0
"BU03631005","Oct2021","Robbery/Theft",2
"BU03631005","Oct2021","Smuggling",0
"BU03631005","Oct2021","Total",7
"BU03631005","Oct2021","Violence",3
"BU03631005","Sept2021","Environment",0
"BU03631005","Sept2021","Inappropriateness",2
"BU03631005","Sept2021","Other",0
"BU03631005","Sept2021","Robbery/Theft",0
"BU03631005","Sept2021","Smuggling",0
"BU03631005","Sept2021","Total",2
"BU03631005","Sept2021","Violence",0
"BU03631006","Apr2021","Environment",0
"BU03631006","Apr2021","Inappropriateness",0
"BU03631006","Apr2021","Other",0
"BU03631006","Apr2021","Robbery/Theft",0
"BU03631006","Apr2021","Smuggling",0
"BU03631006","Apr2021","Total",2
"BU03631006","Apr2021","Violence",2
"BU03631006","Aug2021","Environment",0
"BU03631006","Aug2021","Inappropriateness",0
"BU03631006","Aug2021","Other",0
"BU03631006","Aug2021","Robbery/Theft",0
"BU03631006","Aug2021","Smuggling",0
"BU03631006","Aug2021","Total",1
"BU03631006","Aug2021","Violence",1
"BU03631006","Dec2021","Environment",0
"BU03631006","Dec2021","Inappropriateness",0
"BU03631006","Dec2021","Other",0
"BU03631006","Dec2021","Robbery/Theft",0
"BU03631006","Dec2021","Smuggling",0
"BU03631006","Dec2021","Total",2
"BU03631006","Dec2021","Violence",2
"BU03631006","Feb2021","Environment",0
"BU03631006","Feb2021","Inappropriateness",0
"BU03631006","Feb2021","Other",0
"BU03631006","Feb2021","Robbery/Theft",2
"BU03631006","Feb2021","Smuggling",0
"BU03631006","Feb2021","Total",3
"BU03631006","Feb2021","Violence",1
"BU03631006","Jan2021","Environment",0
"BU03631006","Jan2021","Inappropriateness",0
"BU03631006","Jan2021","Other",0
"BU03631006","Jan2021","Robbery/Theft",1
"BU03631006","Jan2021","Smuggling",0
"BU03631006","Jan2021","Total",5
"BU03631006","Jan2021","Violence",4
"BU03631006","July2021","Environment",0
"BU03631006","July2021","Inappropriateness",0
"BU03631006","July2021","Other",0
"BU03631006","July2021","Robbery/Theft",1
"BU03631006","July2021","Smuggling",0
"BU03631006","July2021","Total",3
"BU03631006","July2021","Violence",2
"BU03631006","June021","Environment",0
"BU03631006","June021","Inappropriateness",0
"BU03631006","June021","Other",0
"BU03631006","June021","Robbery/Theft",2
"BU03631006","June021","Smuggling",0
"BU03631006","June021","Total",2
"BU03631006","June021","Violence",0
"BU03631006","May2021","Environment",0
"BU03631006","May2021","Inappropriateness",1
"BU03631006","May2021","Other",0
"BU03631006","May2021","Robbery/Theft",1
"BU03631006","May2021","Smuggling",0
"BU03631006","May2021","Total",3
"BU03631006","May2021","Violence",1
"BU03631006","Mrt2021","Environment",0
"BU03631006","Mrt2021","Inappropriateness",0
"BU03631006","Mrt2021","Other",0
"BU03631006","Mrt2021","Robbery/Theft",2
"BU03631006","Mrt2021","Smuggling",0
"BU03631006","Mrt2021","Total",4
"BU03631006","Mrt2021","Violence",2
"BU03631006","Nov2021","Environment",0
"BU03631006","Nov2021","Inappropriateness",0
"BU03631006","Nov2021","Other",0
"BU03631006","Nov2021","Robbery/Theft",0
"BU03631006","Nov2021","Smuggling",0
"BU03631006","Nov2021","Total",0
"BU03631006","Nov2021","Violence",0
"BU03631006","Oct2021","Environment",0
"BU03631006","Oct2021","Inappropriateness",0
"BU03631006","Oct2021","Other",0
"BU03631006","Oct2021","Robbery/Theft",0
"BU03631006","Oct2021","Smuggling",0
"BU03631006","Oct2021","Total",1
"BU03631006","Oct2021","Violence",1
"BU03631006","Sept2021","Environment",0
"BU03631006","Sept2021","Inappropriateness",0
"BU03631006","Sept2021","Other",0
"BU03631006","Sept2021","Robbery/Theft",1
"BU03631006","Sept2021","Smuggling",0
"BU03631006","Sept2021","Total",1
"BU03631006","Sept2021","Violence",0
"BU03631007","Apr2021","Environment",0
"BU03631007","Apr2021","Inappropriateness",0
"BU03631007","Apr2021","Other",1
"BU03631007","Apr2021","Robbery/Theft",0
"BU03631007","Apr2021","Smuggling",0
"BU03631007","Apr2021","Total",1
"BU03631007","Apr2021","Violence",0
"BU03631007","Aug2021","Environment",0
"BU03631007","Aug2021","Inappropriateness",0
"BU03631007","Aug2021","Other",0
"BU03631007","Aug2021","Robbery/Theft",0
"BU03631007","Aug2021","Smuggling",0
"BU03631007","Aug2021","Total",1
"BU03631007","Aug2021","Violence",1
"BU03631007","Dec2021","Environment",0
"BU03631007","Dec2021","Inappropriateness",1
"BU03631007","Dec2021","Other",0
"BU03631007","Dec2021","Robbery/Theft",0
"BU03631007","Dec2021","Smuggling",0
"BU03631007","Dec2021","Total",1
"BU03631007","Dec2021","Violence",0
"BU03631007","Feb2021","Environment",0
"BU03631007","Feb2021","Inappropriateness",0
"BU03631007","Feb2021","Other",0
"BU03631007","Feb2021","Robbery/Theft",1
"BU03631007","Feb2021","Smuggling",0
"BU03631007","Feb2021","Total",2
"BU03631007","Feb2021","Violence",1
"BU03631007","Jan2021","Environment",0
"BU03631007","Jan2021","Inappropriateness",0
"BU03631007","Jan2021","Other",0
"BU03631007","Jan2021","Robbery/Theft",1
"BU03631007","Jan2021","Smuggling",0
"BU03631007","Jan2021","Total",1
"BU03631007","Jan2021","Violence",0
"BU03631007","July2021","Environment",0
"BU03631007","July2021","Inappropriateness",0
"BU03631007","July2021","Other",0
"BU03631007","July2021","Robbery/Theft",0
"BU03631007","July2021","Smuggling",0
"BU03631007","July2021","Total",1
"BU03631007","July2021","Violence",1
"BU03631007","June021","Environment",0
"BU03631007","June021","Inappropriateness",0
"BU03631007","June021","Other",0
"BU03631007","June021","Robbery/Theft",0
"BU03631007","June021","Smuggling",0
"BU03631007","June021","Total",1
"BU03631007","June021","Violence",1
"BU03631007","May2021","Environment",0
"BU03631007","May2021","Inappropriateness",0
"BU03631007","May2021","Other",0
"BU03631007","May2021","Robbery/Theft",0
"BU03631007","May2021","Smuggling",0
"BU03631007","May2021","Total",1
"BU03631007","May2021","Violence",1
"BU03631007","Mrt2021","Environment",0
"BU03631007","Mrt2021","Inappropriateness",1
"BU03631007","Mrt2021","Other",0
"BU03631007","Mrt2021","Robbery/Theft",2
"BU03631007","Mrt2021","Smuggling",0
"BU03631007","Mrt2021","Total",4
"BU03631007","Mrt2021","Violence",1
"BU03631007","Nov2021","Environment",0
"BU03631007","Nov2021","Inappropriateness",0
"BU03631007","Nov2021","Other",0
"BU03631007","Nov2021","Robbery/Theft",1
"BU03631007","Nov2021","Smuggling",0
"BU03631007","Nov2021","Total",1
"BU03631007","Nov2021","Violence",0
"BU03631007","Oct2021","Environment",0
"BU03631007","Oct2021","Inappropriateness",0
"BU03631007","Oct2021","Other",0
"BU03631007","Oct2021","Robbery/Theft",0
"BU03631007","Oct2021","Smuggling",0
"BU03631007","Oct2021","Total",0
"BU03631007","Oct2021","Violence",0
"BU03631007","Sept2021","Environment",0
"BU03631007","Sept2021","Inappropriateness",0
"BU03631007","Sept2021","Other",0
"BU03631007","Sept2021","Robbery/Theft",0
"BU03631007","Sept2021","Smuggling",0
"BU03631007","Sept2021","Total",1
"BU03631007","Sept2021","Violence",1
"Buitenveldert - Zuidas","Apr2021","Environment",0
"Buitenveldert - Zuidas","Apr2021","Inappropriateness",9
"Buitenveldert - Zuidas","Apr2021","Other",26
"Buitenveldert - Zuidas","Apr2021","Robbery/Theft",66
"Buitenveldert - Zuidas","Apr2021","Smuggling",3
"Buitenveldert - Zuidas","Apr2021","Total",155
"Buitenveldert - Zuidas","Apr2021","Violence",49
"Buitenveldert - Zuidas","Aug2021","Environment",0
"Buitenveldert - Zuidas","Aug2021","Inappropriateness",10
"Buitenveldert - Zuidas","Aug2021","Other",32
"Buitenveldert - Zuidas","Aug2021","Robbery/Theft",95
"Buitenveldert - Zuidas","Aug2021","Smuggling",3
"Buitenveldert - Zuidas","Aug2021","Total",178
"Buitenveldert - Zuidas","Aug2021","Violence",36
"Buitenveldert - Zuidas","Dec2021","Environment",0
"Buitenveldert - Zuidas","Dec2021","Inappropriateness",9
"Buitenveldert - Zuidas","Dec2021","Other",22
"Buitenveldert - Zuidas","Dec2021","Robbery/Theft",95
"Buitenveldert - Zuidas","Dec2021","Smuggling",5
"Buitenveldert - Zuidas","Dec2021","Total",172
"Buitenveldert - Zuidas","Dec2021","Violence",39
"Buitenveldert - Zuidas","Feb2021","Environment",0
"Buitenveldert - Zuidas","Feb2021","Inappropriateness",7
"Buitenveldert - Zuidas","Feb2021","Other",30
"Buitenveldert - Zuidas","Feb2021","Robbery/Theft",61
"Buitenveldert - Zuidas","Feb2021","Smuggling",3
"Buitenveldert - Zuidas","Feb2021","Total",142
"Buitenveldert - Zuidas","Feb2021","Violence",38
"Buitenveldert - Zuidas","Jan2021","Environment",0
"Buitenveldert - Zuidas","Jan2021","Inappropriateness",10
"Buitenveldert - Zuidas","Jan2021","Other",26
"Buitenveldert - Zuidas","Jan2021","Robbery/Theft",73
"Buitenveldert - Zuidas","Jan2021","Smuggling",7
"Buitenveldert - Zuidas","Jan2021","Total",179
"Buitenveldert - Zuidas","Jan2021","Violence",55
"Buitenveldert - Zuidas","July2021","Environment",0
"Buitenveldert - Zuidas","July2021","Inappropriateness",5
"Buitenveldert - Zuidas","July2021","Other",20
"Buitenveldert - Zuidas","July2021","Robbery/Theft",117
"Buitenveldert - Zuidas","July2021","Smuggling",2
"Buitenveldert - Zuidas","July2021","Total",196
"Buitenveldert - Zuidas","July2021","Violence",47
"Buitenveldert - Zuidas","June021","Environment",0
"Buitenveldert - Zuidas","June021","Inappropriateness",4
"Buitenveldert - Zuidas","June021","Other",23
"Buitenveldert - Zuidas","June021","Robbery/Theft",74
"Buitenveldert - Zuidas","June021","Smuggling",2
"Buitenveldert - Zuidas","June021","Total",134
"Buitenveldert - Zuidas","June021","Violence",29
"Buitenveldert - Zuidas","May2021","Environment",0
"Buitenveldert - Zuidas","May2021","Inappropriateness",4
"Buitenveldert - Zuidas","May2021","Other",21
"Buitenveldert - Zuidas","May2021","Robbery/Theft",76
"Buitenveldert - Zuidas","May2021","Smuggling",0
"Buitenveldert - Zuidas","May2021","Total",152
"Buitenveldert - Zuidas","May2021","Violence",45
"Buitenveldert - Zuidas","Mrt2021","Environment",0
"Buitenveldert - Zuidas","Mrt2021","Inappropriateness",4
"Buitenveldert - Zuidas","Mrt2021","Other",23
"Buitenveldert - Zuidas","Mrt2021","Robbery/Theft",80
"Buitenveldert - Zuidas","Mrt2021","Smuggling",2
"Buitenveldert - Zuidas","Mrt2021","Total",157
"Buitenveldert - Zuidas","Mrt2021","Violence",44
"Buitenveldert - Zuidas","Nov2021","Environment",0
"Buitenveldert - Zuidas","Nov2021","Inappropriateness",10
"Buitenveldert - Zuidas","Nov2021","Other",19
"Buitenveldert - Zuidas","Nov2021","Robbery/Theft",111
"Buitenveldert - Zuidas","Nov2021","Smuggling",4
"Buitenveldert - Zuidas","Nov2021","Total",216
"Buitenveldert - Zuidas","Nov2021","Violence",68
"Buitenveldert - Zuidas","Oct2021","Environment",0
"Buitenveldert - Zuidas","Oct2021","Inappropriateness",11
"Buitenveldert - Zuidas","Oct2021","Other",21
"Buitenveldert - Zuidas","Oct2021","Robbery/Theft",136
"Buitenveldert - Zuidas","Oct2021","Smuggling",3
"Buitenveldert - Zuidas","Oct2021","Total",228
"Buitenveldert - Zuidas","Oct2021","Violence",47
"Buitenveldert - Zuidas","Sept2021","Environment",0
"Buitenveldert - Zuidas","Sept2021","Inappropriateness",9
"Buitenveldert - Zuidas","Sept2021","Other",14
"Buitenveldert - Zuidas","Sept2021","Robbery/Theft",127
"Buitenveldert - Zuidas","Sept2021","Smuggling",1
"Buitenveldert - Zuidas","Sept2021","Total",197
"Buitenveldert - Zuidas","Sept2021","Violence",41
"Centrum-Oost","Apr2021","Environment",0
"Centrum-Oost","Apr2021","Inappropriateness",16
"Centrum-Oost","Apr2021","Other",45
"Centrum-Oost","Apr2021","Robbery/Theft",116
"Centrum-Oost","Apr2021","Smuggling",8
"Centrum-Oost","Apr2021","Total",264
"Centrum-Oost","Apr2021","Violence",62
"Centrum-Oost","Aug2021","Environment",0
"Centrum-Oost","Aug2021","Inappropriateness",18
"Centrum-Oost","Aug2021","Other",40
"Centrum-Oost","Aug2021","Robbery/Theft",265
"Centrum-Oost","Aug2021","Smuggling",13
"Centrum-Oost","Aug2021","Total",439
"Centrum-Oost","Aug2021","Violence",90
"Centrum-Oost","Dec2021","Environment",1
"Centrum-Oost","Dec2021","Inappropriateness",21
"Centrum-Oost","Dec2021","Other",32
"Centrum-Oost","Dec2021","Robbery/Theft",167
"Centrum-Oost","Dec2021","Smuggling",2
"Centrum-Oost","Dec2021","Total",290
"Centrum-Oost","Dec2021","Violence",58
"Centrum-Oost","Feb2021","Environment",0
"Centrum-Oost","Feb2021","Inappropriateness",6
"Centrum-Oost","Feb2021","Other",38
"Centrum-Oost","Feb2021","Robbery/Theft",90
"Centrum-Oost","Feb2021","Smuggling",2
"Centrum-Oost","Feb2021","Total",199
"Centrum-Oost","Feb2021","Violence",54
"Centrum-Oost","Jan2021","Environment",1
"Centrum-Oost","Jan2021","Inappropriateness",8
"Centrum-Oost","Jan2021","Other",34
"Centrum-Oost","Jan2021","Robbery/Theft",98
"Centrum-Oost","Jan2021","Smuggling",6
"Centrum-Oost","Jan2021","Total",212
"Centrum-Oost","Jan2021","Violence",60
"Centrum-Oost","July2021","Environment",0
"Centrum-Oost","July2021","Inappropriateness",26
"Centrum-Oost","July2021","Other",42
"Centrum-Oost","July2021","Robbery/Theft",260
"Centrum-Oost","July2021","Smuggling",9
"Centrum-Oost","July2021","Total",450
"Centrum-Oost","July2021","Violence",101
"Centrum-Oost","June021","Environment",0
"Centrum-Oost","June021","Inappropriateness",23
"Centrum-Oost","June021","Other",36
"Centrum-Oost","June021","Robbery/Theft",218
"Centrum-Oost","June021","Smuggling",5
"Centrum-Oost","June021","Total",383
"Centrum-Oost","June021","Violence",87
"Centrum-Oost","May2021","Environment",1
"Centrum-Oost","May2021","Inappropriateness",14
"Centrum-Oost","May2021","Other",31
"Centrum-Oost","May2021","Robbery/Theft",158
"Centrum-Oost","May2021","Smuggling",6
"Centrum-Oost","May2021","Total",301
"Centrum-Oost","May2021","Violence",77
"Centrum-Oost","Mrt2021","Environment",0
"Centrum-Oost","Mrt2021","Inappropriateness",19
"Centrum-Oost","Mrt2021","Other",43
"Centrum-Oost","Mrt2021","Robbery/Theft",119
"Centrum-Oost","Mrt2021","Smuggling",4
"Centrum-Oost","Mrt2021","Total",298
"Centrum-Oost","Mrt2021","Violence",106
"Centrum-Oost","Nov2021","Environment",0
"Centrum-Oost","Nov2021","Inappropriateness",17
"Centrum-Oost","Nov2021","Other",35
"Centrum-Oost","Nov2021","Robbery/Theft",312
"Centrum-Oost","Nov2021","Smuggling",8
"Centrum-Oost","Nov2021","Total",481
"Centrum-Oost","Nov2021","Violence",101
"Centrum-Oost","Oct2021","Environment",0
"Centrum-Oost","Oct2021","Inappropriateness",22
"Centrum-Oost","Oct2021","Other",41
"Centrum-Oost","Oct2021","Robbery/Theft",307
"Centrum-Oost","Oct2021","Smuggling",18
"Centrum-Oost","Oct2021","Total",533
"Centrum-Oost","Oct2021","Violence",127
"Centrum-Oost","Sept2021","Environment",0
"Centrum-Oost","Sept2021","Inappropriateness",27
"Centrum-Oost","Sept2021","Other",34
"Centrum-Oost","Sept2021","Robbery/Theft",249
"Centrum-Oost","Sept2021","Smuggling",6
"Centrum-Oost","Sept2021","Total",400
"Centrum-Oost","Sept2021","Violence",79
"Centrum-West","Apr2021","Environment",0
"Centrum-West","Apr2021","Inappropriateness",19
"Centrum-West","Apr2021","Other",51
"Centrum-West","Apr2021","Robbery/Theft",227
"Centrum-West","Apr2021","Smuggling",14
"Centrum-West","Apr2021","Total",427
"Centrum-West","Apr2021","Violence",95
"Centrum-West","Aug2021","Environment",0
"Centrum-West","Aug2021","Inappropriateness",30
"Centrum-West","Aug2021","Other",46
"Centrum-West","Aug2021","Robbery/Theft",458
"Centrum-West","Aug2021","Smuggling",13
"Centrum-West","Aug2021","Total",699
"Centrum-West","Aug2021","Violence",123
"Centrum-West","Dec2021","Environment",0
"Centrum-West","Dec2021","Inappropriateness",16
"Centrum-West","Dec2021","Other",37
"Centrum-West","Dec2021","Robbery/Theft",329
"Centrum-West","Dec2021","Smuggling",5
"Centrum-West","Dec2021","Total",517
"Centrum-West","Dec2021","Violence",113
"Centrum-West","Feb2021","Environment",0
"Centrum-West","Feb2021","Inappropriateness",11
"Centrum-West","Feb2021","Other",45
"Centrum-West","Feb2021","Robbery/Theft",181
"Centrum-West","Feb2021","Smuggling",9
"Centrum-West","Feb2021","Total",325
"Centrum-West","Feb2021","Violence",60
"Centrum-West","Jan2021","Environment",0
"Centrum-West","Jan2021","Inappropriateness",12
"Centrum-West","Jan2021","Other",48
"Centrum-West","Jan2021","Robbery/Theft",218
"Centrum-West","Jan2021","Smuggling",12
"Centrum-West","Jan2021","Total",400
"Centrum-West","Jan2021","Violence",90
"Centrum-West","July2021","Environment",0
"Centrum-West","July2021","Inappropriateness",16
"Centrum-West","July2021","Other",34
"Centrum-West","July2021","Robbery/Theft",441
"Centrum-West","July2021","Smuggling",16
"Centrum-West","July2021","Total",670
"Centrum-West","July2021","Violence",133
"Centrum-West","June021","Environment",0
"Centrum-West","June021","Inappropriateness",19
"Centrum-West","June021","Other",36
"Centrum-West","June021","Robbery/Theft",378
"Centrum-West","June021","Smuggling",29
"Centrum-West","June021","Total",632
"Centrum-West","June021","Violence",143
"Centrum-West","May2021","Environment",0
"Centrum-West","May2021","Inappropriateness",16
"Centrum-West","May2021","Other",53
"Centrum-West","May2021","Robbery/Theft",262
"Centrum-West","May2021","Smuggling",10
"Centrum-West","May2021","Total",481
"Centrum-West","May2021","Violence",111
"Centrum-West","Mrt2021","Environment",0
"Centrum-West","Mrt2021","Inappropriateness",30
"Centrum-West","Mrt2021","Other",70
"Centrum-West","Mrt2021","Robbery/Theft",209
"Centrum-West","Mrt2021","Smuggling",25
"Centrum-West","Mrt2021","Total",453
"Centrum-West","Mrt2021","Violence",88
"Centrum-West","Nov2021","Environment",2
"Centrum-West","Nov2021","Inappropriateness",21
"Centrum-West","Nov2021","Other",43
"Centrum-West","Nov2021","Robbery/Theft",519
"Centrum-West","Nov2021","Smuggling",38
"Centrum-West","Nov2021","Total",801
"Centrum-West","Nov2021","Violence",155
"Centrum-West","Oct2021","Environment",0
"Centrum-West","Oct2021","Inappropriateness",35
"Centrum-West","Oct2021","Other",38
"Centrum-West","Oct2021","Robbery/Theft",518
"Centrum-West","Oct2021","Smuggling",16
"Centrum-West","Oct2021","Total",808
"Centrum-West","Oct2021","Violence",169
"Centrum-West","Sept2021","Environment",4
"Centrum-West","Sept2021","Inappropriateness",18
"Centrum-West","Sept2021","Other",40
"Centrum-West","Sept2021","Robbery/Theft",420
"Centrum-West","Sept2021","Smuggling",23
"Centrum-West","Sept2021","Total",699
"Centrum-West","Sept2021","Violence",155
"De Akker - Nieuw Sloten","Apr2021","Environment",0
"De Akker - Nieuw Sloten","Apr2021","Inappropriateness",2
"De Akker - Nieuw Sloten","Apr2021","Other",26
"De Akker - Nieuw Sloten","Apr2021","Robbery/Theft",31
"De Akker - Nieuw Sloten","Apr2021","Smuggling",7
"De Akker - Nieuw Sloten","Apr2021","Total",95
"De Akker - Nieuw Sloten","Apr2021","Violence",26
"De Akker - Nieuw Sloten","Aug2021","Environment",0
"De Akker - Nieuw Sloten","Aug2021","Inappropriateness",8
"De Akker - Nieuw Sloten","Aug2021","Other",17
"De Akker - Nieuw Sloten","Aug2021","Robbery/Theft",50
"De Akker - Nieuw Sloten","Aug2021","Smuggling",4
"De Akker - Nieuw Sloten","Aug2021","Total",108
"De Akker - Nieuw Sloten","Aug2021","Violence",29
"De Akker - Nieuw Sloten","Dec2021","Environment",0
"De Akker - Nieuw Sloten","Dec2021","Inappropriateness",2
"De Akker - Nieuw Sloten","Dec2021","Other",16
"De Akker - Nieuw Sloten","Dec2021","Robbery/Theft",22
"De Akker - Nieuw Sloten","Dec2021","Smuggling",3
"De Akker - Nieuw Sloten","Dec2021","Total",80
"De Akker - Nieuw Sloten","Dec2021","Violence",33
"De Akker - Nieuw Sloten","Feb2021","Environment",0
"De Akker - Nieuw Sloten","Feb2021","Inappropriateness",4
"De Akker - Nieuw Sloten","Feb2021","Other",16
"De Akker - Nieuw Sloten","Feb2021","Robbery/Theft",31
"De Akker - Nieuw Sloten","Feb2021","Smuggling",3
"De Akker - Nieuw Sloten","Feb2021","Total",83
"De Akker - Nieuw Sloten","Feb2021","Violence",27
"De Akker - Nieuw Sloten","Jan2021","Environment",0
"De Akker - Nieuw Sloten","Jan2021","Inappropriateness",4
"De Akker - Nieuw Sloten","Jan2021","Other",18
"De Akker - Nieuw Sloten","Jan2021","Robbery/Theft",53
"De Akker - Nieuw Sloten","Jan2021","Smuggling",3
"De Akker - Nieuw Sloten","Jan2021","Total",110
"De Akker - Nieuw Sloten","Jan2021","Violence",29
"De Akker - Nieuw Sloten","July2021","Environment",0
"De Akker - Nieuw Sloten","July2021","Inappropriateness",0
"De Akker - Nieuw Sloten","July2021","Other",25
"De Akker - Nieuw Sloten","July2021","Robbery/Theft",43
"De Akker - Nieuw Sloten","July2021","Smuggling",2
"De Akker - Nieuw Sloten","July2021","Total",99
"De Akker - Nieuw Sloten","July2021","Violence",27
"De Akker - Nieuw Sloten","June021","Environment",0
"De Akker - Nieuw Sloten","June021","Inappropriateness",1
"De Akker - Nieuw Sloten","June021","Other",20
"De Akker - Nieuw Sloten","June021","Robbery/Theft",38
"De Akker - Nieuw Sloten","June021","Smuggling",4
"De Akker - Nieuw Sloten","June021","Total",95
"De Akker - Nieuw Sloten","June021","Violence",32
"De Akker - Nieuw Sloten","May2021","Environment",0
"De Akker - Nieuw Sloten","May2021","Inappropriateness",4
"De Akker - Nieuw Sloten","May2021","Other",23
"De Akker - Nieuw Sloten","May2021","Robbery/Theft",39
"De Akker - Nieuw Sloten","May2021","Smuggling",0
"De Akker - Nieuw Sloten","May2021","Total",97
"De Akker - Nieuw Sloten","May2021","Violence",29
"De Akker - Nieuw Sloten","Mrt2021","Environment",1
"De Akker - Nieuw Sloten","Mrt2021","Inappropriateness",3
"De Akker - Nieuw Sloten","Mrt2021","Other",22
"De Akker - Nieuw Sloten","Mrt2021","Robbery/Theft",37
"De Akker - Nieuw Sloten","Mrt2021","Smuggling",2
"De Akker - Nieuw Sloten","Mrt2021","Total",103
"De Akker - Nieuw Sloten","Mrt2021","Violence",37
"De Akker - Nieuw Sloten","Nov2021","Environment",0
"De Akker - Nieuw Sloten","Nov2021","Inappropriateness",2
"De Akker - Nieuw Sloten","Nov2021","Other",18
"De Akker - Nieuw Sloten","Nov2021","Robbery/Theft",47
"De Akker - Nieuw Sloten","Nov2021","Smuggling",3
"De Akker - Nieuw Sloten","Nov2021","Total",100
"De Akker - Nieuw Sloten","Nov2021","Violence",29
"De Akker - Nieuw Sloten","Oct2021","Environment",0
"De Akker - Nieuw Sloten","Oct2021","Inappropriateness",6
"De Akker - Nieuw Sloten","Oct2021","Other",16
"De Akker - Nieuw Sloten","Oct2021","Robbery/Theft",53
"De Akker - Nieuw Sloten","Oct2021","Smuggling",4
"De Akker - Nieuw Sloten","Oct2021","Total",112
"De Akker - Nieuw Sloten","Oct2021","Violence",31
"De Akker - Nieuw Sloten","Sept2021","Environment",0
"De Akker - Nieuw Sloten","Sept2021","Inappropriateness",4
"De Akker - Nieuw Sloten","Sept2021","Other",21
"De Akker - Nieuw Sloten","Sept2021","Robbery/Theft",51
"De Akker - Nieuw Sloten","Sept2021","Smuggling",3
"De Akker - Nieuw Sloten","Sept2021","Total",107
"De Akker - Nieuw Sloten","Sept2021","Violence",24
"De Baarsjes - Oud-West","Apr2021","Environment",0
"De Baarsjes - Oud-West","Apr2021","Inappropriateness",15
"De Baarsjes - Oud-West","Apr2021","Other",55
"De Baarsjes - Oud-West","Apr2021","Robbery/Theft",219
"De Baarsjes - Oud-West","Apr2021","Smuggling",2
"De Baarsjes - Oud-West","Apr2021","Total",394
"De Baarsjes - Oud-West","Apr2021","Violence",89
"De Baarsjes - Oud-West","Aug2021","Environment",1
"De Baarsjes - Oud-West","Aug2021","Inappropriateness",13
"De Baarsjes - Oud-West","Aug2021","Other",40
"De Baarsjes - Oud-West","Aug2021","Robbery/Theft",204
"De Baarsjes - Oud-West","Aug2021","Smuggling",3
"De Baarsjes - Oud-West","Aug2021","Total",365
"De Baarsjes - Oud-West","Aug2021","Violence",95
"De Baarsjes - Oud-West","Dec2021","Environment",1
"De Baarsjes - Oud-West","Dec2021","Inappropriateness",3
"De Baarsjes - Oud-West","Dec2021","Other",60
"De Baarsjes - Oud-West","Dec2021","Robbery/Theft",320
"De Baarsjes - Oud-West","Dec2021","Smuggling",15
"De Baarsjes - Oud-West","Dec2021","Total",511
"De Baarsjes - Oud-West","Dec2021","Violence",100
"De Baarsjes - Oud-West","Feb2021","Environment",0
"De Baarsjes - Oud-West","Feb2021","Inappropriateness",12
"De Baarsjes - Oud-West","Feb2021","Other",60
"De Baarsjes - Oud-West","Feb2021","Robbery/Theft",184
"De Baarsjes - Oud-West","Feb2021","Smuggling",5
"De Baarsjes - Oud-West","Feb2021","Total",336
"De Baarsjes - Oud-West","Feb2021","Violence",67
"De Baarsjes - Oud-West","Jan2021","Environment",0
"De Baarsjes - Oud-West","Jan2021","Inappropriateness",23
"De Baarsjes - Oud-West","Jan2021","Other",53
"De Baarsjes - Oud-West","Jan2021","Robbery/Theft",246
"De Baarsjes - Oud-West","Jan2021","Smuggling",5
"De Baarsjes - Oud-West","Jan2021","Total",444
"De Baarsjes - Oud-West","Jan2021","Violence",105
"De Baarsjes - Oud-West","July2021","Environment",0
"De Baarsjes - Oud-West","July2021","Inappropriateness",8
"De Baarsjes - Oud-West","July2021","Other",56
"De Baarsjes - Oud-West","July2021","Robbery/Theft",216
"De Baarsjes - Oud-West","July2021","Smuggling",4
"De Baarsjes - Oud-West","July2021","Total",385
"De Baarsjes - Oud-West","July2021","Violence",91
"De Baarsjes - Oud-West","June021","Environment",0
"De Baarsjes - Oud-West","June021","Inappropriateness",8
"De Baarsjes - Oud-West","June021","Other",49
"De Baarsjes - Oud-West","June021","Robbery/Theft",222
"De Baarsjes - Oud-West","June021","Smuggling",4
"De Baarsjes - Oud-West","June021","Total",391
"De Baarsjes - Oud-West","June021","Violence",99
"De Baarsjes - Oud-West","May2021","Environment",1
"De Baarsjes - Oud-West","May2021","Inappropriateness",9
"De Baarsjes - Oud-West","May2021","Other",37
"De Baarsjes - Oud-West","May2021","Robbery/Theft",238
"De Baarsjes - Oud-West","May2021","Smuggling",14
"De Baarsjes - Oud-West","May2021","Total",395
"De Baarsjes - Oud-West","May2021","Violence",81
"De Baarsjes - Oud-West","Mrt2021","Environment",0
"De Baarsjes - Oud-West","Mrt2021","Inappropriateness",18
"De Baarsjes - Oud-West","Mrt2021","Other",87
"De Baarsjes - Oud-West","Mrt2021","Robbery/Theft",223
"De Baarsjes - Oud-West","Mrt2021","Smuggling",11
"De Baarsjes - Oud-West","Mrt2021","Total",444
"De Baarsjes - Oud-West","Mrt2021","Violence",91
"De Baarsjes - Oud-West","Nov2021","Environment",0
"De Baarsjes - Oud-West","Nov2021","Inappropriateness",16
"De Baarsjes - Oud-West","Nov2021","Other",46
"De Baarsjes - Oud-West","Nov2021","Robbery/Theft",307
"De Baarsjes - Oud-West","Nov2021","Smuggling",7
"De Baarsjes - Oud-West","Nov2021","Total",483
