"Neighborhoods","Periods","CrimeType_Category","total_crime_sum"
"De Baarsjes - Oud-West","Nov2021","Violence",104
"De Baarsjes - Oud-West","Oct2021","Environment",0
"De Baarsjes - Oud-West","Oct2021","Inappropriateness",9
"De Baarsjes - Oud-West","Oct2021","Other",43
"De Baarsjes - Oud-West","Oct2021","Robbery/Theft",256
"De Baarsjes - Oud-West","Oct2021","Smuggling",7
"De Baarsjes - Oud-West","Oct2021","Total",442
"De Baarsjes - Oud-West","Oct2021","Violence",114
"De Baarsjes - Oud-West","Sept2021","Environment",0
"De Baarsjes - Oud-West","Sept2021","Inappropriateness",11
"De Baarsjes - Oud-West","Sept2021","Other",36
"De Baarsjes - Oud-West","Sept2021","Robbery/Theft",254
"De Baarsjes - Oud-West","Sept2021","Smuggling",4
"De Baarsjes - Oud-West","Sept2021","Total",409
"De Baarsjes - Oud-West","Sept2021","Violence",93
"De Pijp - Rivierenbuurt","Apr2021","Environment",1
"De Pijp - Rivierenbuurt","Apr2021","Inappropriateness",10
"De Pijp - Rivierenbuurt","Apr2021","Other",52
"De Pijp - Rivierenbuurt","Apr2021","Robbery/Theft",168
"De Pijp - Rivierenbuurt","Apr2021","Smuggling",13
"De Pijp - Rivierenbuurt","Apr2021","Total",334
"De Pijp - Rivierenbuurt","Apr2021","Violence",75
"De Pijp - Rivierenbuurt","Aug2021","Environment",0
"De Pijp - Rivierenbuurt","Aug2021","Inappropriateness",11
"De Pijp - Rivierenbuurt","Aug2021","Other",35
"De Pijp - Rivierenbuurt","Aug2021","Robbery/Theft",190
"De Pijp - Rivierenbuurt","Aug2021","Smuggling",9
"De Pijp - Rivierenbuurt","Aug2021","Total",335
"De Pijp - Rivierenbuurt","Aug2021","Violence",85
"De Pijp - Rivierenbuurt","Dec2021","Environment",0
"De Pijp - Rivierenbuurt","Dec2021","Inappropriateness",7
"De Pijp - Rivierenbuurt","Dec2021","Other",53
"De Pijp - Rivierenbuurt","Dec2021","Robbery/Theft",198
"De Pijp - Rivierenbuurt","Dec2021","Smuggling",5
"De Pijp - Rivierenbuurt","Dec2021","Total",376
"De Pijp - Rivierenbuurt","Dec2021","Violence",102
"De Pijp - Rivierenbuurt","Feb2021","Environment",0
"De Pijp - Rivierenbuurt","Feb2021","Inappropriateness",8
"De Pijp - Rivierenbuurt","Feb2021","Other",46
"De Pijp - Rivierenbuurt","Feb2021","Robbery/Theft",147
"De Pijp - Rivierenbuurt","Feb2021","Smuggling",5
"De Pijp - Rivierenbuurt","Feb2021","Total",279
"De Pijp - Rivierenbuurt","Feb2021","Violence",65
"De Pijp - Rivierenbuurt","Jan2021","Environment",0
"De Pijp - Rivierenbuurt","Jan2021","Inappropriateness",13
"De Pijp - Rivierenbuurt","Jan2021","Other",51
"De Pijp - Rivierenbuurt","Jan2021","Robbery/Theft",195
"De Pijp - Rivierenbuurt","Jan2021","Smuggling",9
"De Pijp - Rivierenbuurt","Jan2021","Total",351
"De Pijp - Rivierenbuurt","Jan2021","Violence",79
"De Pijp - Rivierenbuurt","July2021","Environment",0
"De Pijp - Rivierenbuurt","July2021","Inappropriateness",14
"De Pijp - Rivierenbuurt","July2021","Other",50
"De Pijp - Rivierenbuurt","July2021","Robbery/Theft",146
"De Pijp - Rivierenbuurt","July2021","Smuggling",8
"De Pijp - Rivierenbuurt","July2021","Total",317
"De Pijp - Rivierenbuurt","July2021","Violence",86
"De Pijp - Rivierenbuurt","June021","Environment",0
"De Pijp - Rivierenbuurt","June021","Inappropriateness",17
"De Pijp - Rivierenbuurt","June021","Other",52
"De Pijp - Rivierenbuurt","June021","Robbery/Theft",187
"De Pijp - Rivierenbuurt","June021","Smuggling",9
"De Pijp - Rivierenbuurt","June021","Total",349
"De Pijp - Rivierenbuurt","June021","Violence",73
"De Pijp - Rivierenbuurt","May2021","Environment",1
"De Pijp - Rivierenbuurt","May2021","Inappropriateness",14
"De Pijp - Rivierenbuurt","May2021","Other",60
"De Pijp - Rivierenbuurt","May2021","Robbery/Theft",189
"De Pijp - Rivierenbuurt","May2021","Smuggling",8
"De Pijp - Rivierenbuurt","May2021","Total",357
"De Pijp - Rivierenbuurt","May2021","Violence",79
"De Pijp - Rivierenbuurt","Mrt2021","Environment",0
"De Pijp - Rivierenbuurt","Mrt2021","Inappropriateness",7
"De Pijp - Rivierenbuurt","Mrt2021","Other",83
"De Pijp - Rivierenbuurt","Mrt2021","Robbery/Theft",192
"De Pijp - Rivierenbuurt","Mrt2021","Smuggling",7
"De Pijp - Rivierenbuurt","Mrt2021","Total",386
"De Pijp - Rivierenbuurt","Mrt2021","Violence",86
"De Pijp - Rivierenbuurt","Nov2021","Environment",0
"De Pijp - Rivierenbuurt","Nov2021","Inappropriateness",14
"De Pijp - Rivierenbuurt","Nov2021","Other",46
"De Pijp - Rivierenbuurt","Nov2021","Robbery/Theft",194
"De Pijp - Rivierenbuurt","Nov2021","Smuggling",5
"De Pijp - Rivierenbuurt","Nov2021","Total",355
"De Pijp - Rivierenbuurt","Nov2021","Violence",90
"De Pijp - Rivierenbuurt","Oct2021","Environment",0
"De Pijp - Rivierenbuurt","Oct2021","Inappropriateness",18
"De Pijp - Rivierenbuurt","Oct2021","Other",33
"De Pijp - Rivierenbuurt","Oct2021","Robbery/Theft",242
"De Pijp - Rivierenbuurt","Oct2021","Smuggling",13
"De Pijp - Rivierenbuurt","Oct2021","Total",389
"De Pijp - Rivierenbuurt","Oct2021","Violence",76
"De Pijp - Rivierenbuurt","Sept2021","Environment",1
"De Pijp - Rivierenbuurt","Sept2021","Inappropriateness",11
"De Pijp - Rivierenbuurt","Sept2021","Other",33
"De Pijp - Rivierenbuurt","Sept2021","Robbery/Theft",208
"De Pijp - Rivierenbuurt","Sept2021","Smuggling",4
"De Pijp - Rivierenbuurt","Sept2021","Total",334
"De Pijp - Rivierenbuurt","Sept2021","Violence",70
"Gaasperdam - Driemond","Apr2021","Environment",0
"Gaasperdam - Driemond","Apr2021","Inappropriateness",6
"Gaasperdam - Driemond","Apr2021","Other",22
"Gaasperdam - Driemond","Apr2021","Robbery/Theft",47
"Gaasperdam - Driemond","Apr2021","Smuggling",8
"Gaasperdam - Driemond","Apr2021","Total",142
"Gaasperdam - Driemond","Apr2021","Violence",53
"Gaasperdam - Driemond","Aug2021","Environment",1
"Gaasperdam - Driemond","Aug2021","Inappropriateness",12
"Gaasperdam - Driemond","Aug2021","Other",18
"Gaasperdam - Driemond","Aug2021","Robbery/Theft",53
"Gaasperdam - Driemond","Aug2021","Smuggling",0
"Gaasperdam - Driemond","Aug2021","Total",134
"Gaasperdam - Driemond","Aug2021","Violence",46
"Gaasperdam - Driemond","Dec2021","Environment",0
"Gaasperdam - Driemond","Dec2021","Inappropriateness",10
"Gaasperdam - Driemond","Dec2021","Other",27
"Gaasperdam - Driemond","Dec2021","Robbery/Theft",70
"Gaasperdam - Driemond","Dec2021","Smuggling",8
"Gaasperdam - Driemond","Dec2021","Total",165
"Gaasperdam - Driemond","Dec2021","Violence",44
"Gaasperdam - Driemond","Feb2021","Environment",0
"Gaasperdam - Driemond","Feb2021","Inappropriateness",3
"Gaasperdam - Driemond","Feb2021","Other",37
"Gaasperdam - Driemond","Feb2021","Robbery/Theft",51
"Gaasperdam - Driemond","Feb2021","Smuggling",1
"Gaasperdam - Driemond","Feb2021","Total",162
"Gaasperdam - Driemond","Feb2021","Violence",67
"Gaasperdam - Driemond","Jan2021","Environment",0
"Gaasperdam - Driemond","Jan2021","Inappropriateness",2
"Gaasperdam - Driemond","Jan2021","Other",28
"Gaasperdam - Driemond","Jan2021","Robbery/Theft",62
"Gaasperdam - Driemond","Jan2021","Smuggling",2
"Gaasperdam - Driemond","Jan2021","Total",154
"Gaasperdam - Driemond","Jan2021","Violence",51
"Gaasperdam - Driemond","July2021","Environment",0
"Gaasperdam - Driemond","July2021","Inappropriateness",4
"Gaasperdam - Driemond","July2021","Other",23
"Gaasperdam - Driemond","July2021","Robbery/Theft",64
"Gaasperdam - Driemond","July2021","Smuggling",0
"Gaasperdam - Driemond","July2021","Total",136
"Gaasperdam - Driemond","July2021","Violence",41
"Gaasperdam - Driemond","June021","Environment",1
"Gaasperdam - Driemond","June021","Inappropriateness",3
"Gaasperdam - Driemond","June021","Other",23
"Gaasperdam - Driemond","June021","Robbery/Theft",78
"Gaasperdam - Driemond","June021","Smuggling",5
"Gaasperdam - Driemond","June021","Total",154
"Gaasperdam - Driemond","June021","Violence",40
"Gaasperdam - Driemond","May2021","Environment",1
"Gaasperdam - Driemond","May2021","Inappropriateness",7
"Gaasperdam - Driemond","May2021","Other",30
"Gaasperdam - Driemond","May2021","Robbery/Theft",52
"Gaasperdam - Driemond","May2021","Smuggling",3
"Gaasperdam - Driemond","May2021","Total",153
"Gaasperdam - Driemond","May2021","Violence",56
"Gaasperdam - Driemond","Mrt2021","Environment",0
"Gaasperdam - Driemond","Mrt2021","Inappropriateness",4
"Gaasperdam - Driemond","Mrt2021","Other",46
"Gaasperdam - Driemond","Mrt2021","Robbery/Theft",49
"Gaasperdam - Driemond","Mrt2021","Smuggling",3
"Gaasperdam - Driemond","Mrt2021","Total",157
"Gaasperdam - Driemond","Mrt2021","Violence",44
"Gaasperdam - Driemond","Nov2021","Environment",3
"Gaasperdam - Driemond","Nov2021","Inappropriateness",7
"Gaasperdam - Driemond","Nov2021","Other",17
"Gaasperdam - Driemond","Nov2021","Robbery/Theft",48
"Gaasperdam - Driemond","Nov2021","Smuggling",1
"Gaasperdam - Driemond","Nov2021","Total",140
"Gaasperdam - Driemond","Nov2021","Violence",62
"Gaasperdam - Driemond","Oct2021","Environment",0
"Gaasperdam - Driemond","Oct2021","Inappropriateness",2
"Gaasperdam - Driemond","Oct2021","Other",23
"Gaasperdam - Driemond","Oct2021","Robbery/Theft",68
"Gaasperdam - Driemond","Oct2021","Smuggling",4
"Gaasperdam - Driemond","Oct2021","Total",140
"Gaasperdam - Driemond","Oct2021","Violence",34
"Gaasperdam - Driemond","Sept2021","Environment",0
"Gaasperdam - Driemond","Sept2021","Inappropriateness",3
"Gaasperdam - Driemond","Sept2021","Other",23
"Gaasperdam - Driemond","Sept2021","Robbery/Theft",43
"Gaasperdam - Driemond","Sept2021","Smuggling",7
"Gaasperdam - Driemond","Sept2021","Total",115
"Gaasperdam - Driemond","Sept2021","Violence",36
"Geuzenveld - Slotermeer","Apr2021","Environment",2
"Geuzenveld - Slotermeer","Apr2021","Inappropriateness",14
"Geuzenveld - Slotermeer","Apr2021","Other",38
"Geuzenveld - Slotermeer","Apr2021","Robbery/Theft",131
"Geuzenveld - Slotermeer","Apr2021","Smuggling",7
"Geuzenveld - Slotermeer","Apr2021","Total",311
"Geuzenveld - Slotermeer","Apr2021","Violence",105
"Geuzenveld - Slotermeer","Aug2021","Environment",0
"Geuzenveld - Slotermeer","Aug2021","Inappropriateness",13
"Geuzenveld - Slotermeer","Aug2021","Other",33
"Geuzenveld - Slotermeer","Aug2021","Robbery/Theft",186
"Geuzenveld - Slotermeer","Aug2021","Smuggling",3
"Geuzenveld - Slotermeer","Aug2021","Total",319
"Geuzenveld - Slotermeer","Aug2021","Violence",80
"Geuzenveld - Slotermeer","Dec2021","Environment",2
"Geuzenveld - Slotermeer","Dec2021","Inappropriateness",22
"Geuzenveld - Slotermeer","Dec2021","Other",35
"Geuzenveld - Slotermeer","Dec2021","Robbery/Theft",156
"Geuzenveld - Slotermeer","Dec2021","Smuggling",11
"Geuzenveld - Slotermeer","Dec2021","Total",353
"Geuzenveld - Slotermeer","Dec2021","Violence",123
"Geuzenveld - Slotermeer","Feb2021","Environment",0
"Geuzenveld - Slotermeer","Feb2021","Inappropriateness",14
"Geuzenveld - Slotermeer","Feb2021","Other",49
"Geuzenveld - Slotermeer","Feb2021","Robbery/Theft",126
"Geuzenveld - Slotermeer","Feb2021","Smuggling",12
"Geuzenveld - Slotermeer","Feb2021","Total",320
"Geuzenveld - Slotermeer","Feb2021","Violence",112
"Geuzenveld - Slotermeer","Jan2021","Environment",3
"Geuzenveld - Slotermeer","Jan2021","Inappropriateness",13
"Geuzenveld - Slotermeer","Jan2021","Other",38
"Geuzenveld - Slotermeer","Jan2021","Robbery/Theft",146
"Geuzenveld - Slotermeer","Jan2021","Smuggling",12
"Geuzenveld - Slotermeer","Jan2021","Total",332
"Geuzenveld - Slotermeer","Jan2021","Violence",110
"Geuzenveld - Slotermeer","July2021","Environment",0
"Geuzenveld - Slotermeer","July2021","Inappropriateness",16
"Geuzenveld - Slotermeer","July2021","Other",39
"Geuzenveld - Slotermeer","July2021","Robbery/Theft",210
"Geuzenveld - Slotermeer","July2021","Smuggling",7
"Geuzenveld - Slotermeer","July2021","Total",390
"Geuzenveld - Slotermeer","July2021","Violence",114
"Geuzenveld - Slotermeer","June021","Environment",1
"Geuzenveld - Slotermeer","June021","Inappropriateness",9
"Geuzenveld - Slotermeer","June021","Other",54
"Geuzenveld - Slotermeer","June021","Robbery/Theft",175
"Geuzenveld - Slotermeer","June021","Smuggling",8
"Geuzenveld - Slotermeer","June021","Total",331
"Geuzenveld - Slotermeer","June021","Violence",74
"Geuzenveld - Slotermeer","May2021","Environment",7
"Geuzenveld - Slotermeer","May2021","Inappropriateness",18
"Geuzenveld - Slotermeer","May2021","Other",39
"Geuzenveld - Slotermeer","May2021","Robbery/Theft",161
"Geuzenveld - Slotermeer","May2021","Smuggling",11
"Geuzenveld - Slotermeer","May2021","Total",355
"Geuzenveld - Slotermeer","May2021","Violence",108
"Geuzenveld - Slotermeer","Mrt2021","Environment",1
"Geuzenveld - Slotermeer","Mrt2021","Inappropriateness",13
"Geuzenveld - Slotermeer","Mrt2021","Other",64
"Geuzenveld - Slotermeer","Mrt2021","Robbery/Theft",165
"Geuzenveld - Slotermeer","Mrt2021","Smuggling",10
"Geuzenveld - Slotermeer","Mrt2021","Total",387
"Geuzenveld - Slotermeer","Mrt2021","Violence",119
"Geuzenveld - Slotermeer","Nov2021","Environment",2
"Geuzenveld - Slotermeer","Nov2021","Inappropriateness",15
"Geuzenveld - Slotermeer","Nov2021","Other",33
"Geuzenveld - Slotermeer","Nov2021","Robbery/Theft",193
"Geuzenveld - Slotermeer","Nov2021","Smuggling",6
"Geuzenveld - Slotermeer","Nov2021","Total",361
"Geuzenveld - Slotermeer","Nov2021","Violence",106
"Geuzenveld - Slotermeer","Oct2021","Environment",3
"Geuzenveld - Slotermeer","Oct2021","Inappropriateness",20
"Geuzenveld - Slotermeer","Oct2021","Other",48
"Geuzenveld - Slotermeer","Oct2021","Robbery/Theft",198
"Geuzenveld - Slotermeer","Oct2021","Smuggling",11
"Geuzenveld - Slotermeer","Oct2021","Total",405
"Geuzenveld - Slotermeer","Oct2021","Violence",119
"Geuzenveld - Slotermeer","Sept2021","Environment",0
"Geuzenveld - Slotermeer","Sept2021","Inappropriateness",13
"Geuzenveld - Slotermeer","Sept2021","Other",28
"Geuzenveld - Slotermeer","Sept2021","Robbery/Theft",162
"Geuzenveld - Slotermeer","Sept2021","Smuggling",9
"Geuzenveld - Slotermeer","Sept2021","Total",301
"Geuzenveld - Slotermeer","Sept2021","Violence",78
"IJburg - Zeeburgereiland","Apr2021","Environment",0
"IJburg - Zeeburgereiland","Apr2021","Inappropriateness",2
"IJburg - Zeeburgereiland","Apr2021","Other",21
"IJburg - Zeeburgereiland","Apr2021","Robbery/Theft",42
"IJburg - Zeeburgereiland","Apr2021","Smuggling",2
"IJburg - Zeeburgereiland","Apr2021","Total",95
"IJburg - Zeeburgereiland","Apr2021","Violence",27
"IJburg - Zeeburgereiland","Aug2021","Environment",0
"IJburg - Zeeburgereiland","Aug2021","Inappropriateness",6
"IJburg - Zeeburgereiland","Aug2021","Other",15
"IJburg - Zeeburgereiland","Aug2021","Robbery/Theft",44
"IJburg - Zeeburgereiland","Aug2021","Smuggling",2
"IJburg - Zeeburgereiland","Aug2021","Total",95
"IJburg - Zeeburgereiland","Aug2021","Violence",26
"IJburg - Zeeburgereiland","Dec2021","Environment",0
"IJburg - Zeeburgereiland","Dec2021","Inappropriateness",1
"IJburg - Zeeburgereiland","Dec2021","Other",24
"IJburg - Zeeburgereiland","Dec2021","Robbery/Theft",54
"IJburg - Zeeburgereiland","Dec2021","Smuggling",3
"IJburg - Zeeburgereiland","Dec2021","Total",114
"IJburg - Zeeburgereiland","Dec2021","Violence",32
"IJburg - Zeeburgereiland","Feb2021","Environment",0
"IJburg - Zeeburgereiland","Feb2021","Inappropriateness",1
"IJburg - Zeeburgereiland","Feb2021","Other",23
"IJburg - Zeeburgereiland","Feb2021","Robbery/Theft",33
"IJburg - Zeeburgereiland","Feb2021","Smuggling",4
"IJburg - Zeeburgereiland","Feb2021","Total",106
"IJburg - Zeeburgereiland","Feb2021","Violence",44
"IJburg - Zeeburgereiland","Jan2021","Environment",0
"IJburg - Zeeburgereiland","Jan2021","Inappropriateness",4
"IJburg - Zeeburgereiland","Jan2021","Other",29
"IJburg - Zeeburgereiland","Jan2021","Robbery/Theft",41
"IJburg - Zeeburgereiland","Jan2021","Smuggling",3
"IJburg - Zeeburgereiland","Jan2021","Total",117
"IJburg - Zeeburgereiland","Jan2021","Violence",35
"IJburg - Zeeburgereiland","July2021","Environment",0
"IJburg - Zeeburgereiland","July2021","Inappropriateness",3
"IJburg - Zeeburgereiland","July2021","Other",15
"IJburg - Zeeburgereiland","July2021","Robbery/Theft",51
"IJburg - Zeeburgereiland","July2021","Smuggling",1
"IJburg - Zeeburgereiland","July2021","Total",98
"IJburg - Zeeburgereiland","July2021","Violence",25
"IJburg - Zeeburgereiland","June021","Environment",0
"IJburg - Zeeburgereiland","June021","Inappropriateness",3
"IJburg - Zeeburgereiland","June021","Other",22
"IJburg - Zeeburgereiland","June021","Robbery/Theft",48
"IJburg - Zeeburgereiland","June021","Smuggling",2
"IJburg - Zeeburgereiland","June021","Total",119
"IJburg - Zeeburgereiland","June021","Violence",38
"IJburg - Zeeburgereiland","May2021","Environment",0
"IJburg - Zeeburgereiland","May2021","Inappropriateness",5
"IJburg - Zeeburgereiland","May2021","Other",22
"IJburg - Zeeburgereiland","May2021","Robbery/Theft",48
"IJburg - Zeeburgereiland","May2021","Smuggling",2
"IJburg - Zeeburgereiland","May2021","Total",112
"IJburg - Zeeburgereiland","May2021","Violence",35
"IJburg - Zeeburgereiland","Mrt2021","Environment",0
"IJburg - Zeeburgereiland","Mrt2021","Inappropriateness",2
"IJburg - Zeeburgereiland","Mrt2021","Other",30
"IJburg - Zeeburgereiland","Mrt2021","Robbery/Theft",46
"IJburg - Zeeburgereiland","Mrt2021","Smuggling",4
"IJburg - Zeeburgereiland","Mrt2021","Total",114
"IJburg - Zeeburgereiland","Mrt2021","Violence",29
"IJburg - Zeeburgereiland","Nov2021","Environment",0
"IJburg - Zeeburgereiland","Nov2021","Inappropriateness",2
"IJburg - Zeeburgereiland","Nov2021","Other",24
"IJburg - Zeeburgereiland","Nov2021","Robbery/Theft",43
"IJburg - Zeeburgereiland","Nov2021","Smuggling",1
"IJburg - Zeeburgereiland","Nov2021","Total",120
"IJburg - Zeeburgereiland","Nov2021","Violence",44
"IJburg - Zeeburgereiland","Oct2021","Environment",0
"IJburg - Zeeburgereiland","Oct2021","Inappropriateness",4
"IJburg - Zeeburgereiland","Oct2021","Other",22
"IJburg - Zeeburgereiland","Oct2021","Robbery/Theft",47
"IJburg - Zeeburgereiland","Oct2021","Smuggling",1
"IJburg - Zeeburgereiland","Oct2021","Total",107
"IJburg - Zeeburgereiland","Oct2021","Violence",28
"IJburg - Zeeburgereiland","Sept2021","Environment",0
"IJburg - Zeeburgereiland","Sept2021","Inappropriateness",4
"IJburg - Zeeburgereiland","Sept2021","Other",15
"IJburg - Zeeburgereiland","Sept2021","Robbery/Theft",40
"IJburg - Zeeburgereiland","Sept2021","Smuggling",2
"IJburg - Zeeburgereiland","Sept2021","Total",91
"IJburg - Zeeburgereiland","Sept2021","Violence",27
"Noord-Oost","Apr2021","Environment",0
"Noord-Oost","Apr2021","Inappropriateness",5
"Noord-Oost","Apr2021","Other",16
"Noord-Oost","Apr2021","Robbery/Theft",65
"Noord-Oost","Apr2021","Smuggling",5
"Noord-Oost","Apr2021","Total",157
"Noord-Oost","Apr2021","Violence",60
"Noord-Oost","Aug2021","Environment",0
"Noord-Oost","Aug2021","Inappropriateness",5
"Noord-Oost","Aug2021","Other",25
"Noord-Oost","Aug2021","Robbery/Theft",80
"Noord-Oost","Aug2021","Smuggling",2
"Noord-Oost","Aug2021","Total",164
"Noord-Oost","Aug2021","Violence",50
"Noord-Oost","Dec2021","Environment",2
"Noord-Oost","Dec2021","Inappropriateness",7
"Noord-Oost","Dec2021","Other",27
"Noord-Oost","Dec2021","Robbery/Theft",82
"Noord-Oost","Dec2021","Smuggling",5
"Noord-Oost","Dec2021","Total",166
"Noord-Oost","Dec2021","Violence",39
"Noord-Oost","Feb2021","Environment",0
"Noord-Oost","Feb2021","Inappropriateness",5
"Noord-Oost","Feb2021","Other",19
"Noord-Oost","Feb2021","Robbery/Theft",50
"Noord-Oost","Feb2021","Smuggling",5
"Noord-Oost","Feb2021","Total",132
"Noord-Oost","Feb2021","Violence",50
"Noord-Oost","Jan2021","Environment",0
"Noord-Oost","Jan2021","Inappropriateness",12
"Noord-Oost","Jan2021","Other",16
"Noord-Oost","Jan2021","Robbery/Theft",75
"Noord-Oost","Jan2021","Smuggling",3
"Noord-Oost","Jan2021","Total",161
"Noord-Oost","Jan2021","Violence",49
"Noord-Oost","July2021","Environment",0
"Noord-Oost","July2021","Inappropriateness",9
"Noord-Oost","July2021","Other",25
"Noord-Oost","July2021","Robbery/Theft",78
"Noord-Oost","July2021","Smuggling",7
"Noord-Oost","July2021","Total",172
"Noord-Oost","July2021","Violence",49
"Noord-Oost","June021","Environment",0
"Noord-Oost","June021","Inappropriateness",1
"Noord-Oost","June021","Other",33
"Noord-Oost","June021","Robbery/Theft",75
"Noord-Oost","June021","Smuggling",5
"Noord-Oost","June021","Total",170
"Noord-Oost","June021","Violence",50
"Noord-Oost","May2021","Environment",0
"Noord-Oost","May2021","Inappropriateness",3
"Noord-Oost","May2021","Other",28
"Noord-Oost","May2021","Robbery/Theft",80
"Noord-Oost","May2021","Smuggling",1
"Noord-Oost","May2021","Total",175
"Noord-Oost","May2021","Violence",59
"Noord-Oost","Mrt2021","Environment",1
"Noord-Oost","Mrt2021","Inappropriateness",9
"Noord-Oost","Mrt2021","Other",34
"Noord-Oost","Mrt2021","Robbery/Theft",68
"Noord-Oost","Mrt2021","Smuggling",3
"Noord-Oost","Mrt2021","Total",166
"Noord-Oost","Mrt2021","Violence",46
"Noord-Oost","Nov2021","Environment",0
"Noord-Oost","Nov2021","Inappropriateness",4
"Noord-Oost","Nov2021","Other",25
"Noord-Oost","Nov2021","Robbery/Theft",98
"Noord-Oost","Nov2021","Smuggling",3
"Noord-Oost","Nov2021","Total",198
"Noord-Oost","Nov2021","Violence",64
"Noord-Oost","Oct2021","Environment",0
"Noord-Oost","Oct2021","Inappropriateness",4
"Noord-Oost","Oct2021","Other",23
"Noord-Oost","Oct2021","Robbery/Theft",100
"Noord-Oost","Oct2021","Smuggling",3
"Noord-Oost","Oct2021","Total",189
"Noord-Oost","Oct2021","Violence",55
"Noord-Oost","Sept2021","Environment",0
"Noord-Oost","Sept2021","Inappropriateness",5
"Noord-Oost","Sept2021","Other",21
"Noord-Oost","Sept2021","Robbery/Theft",75
"Noord-Oost","Sept2021","Smuggling",5
"Noord-Oost","Sept2021","Total",160
"Noord-Oost","Sept2021","Violence",54
"Noord-West","Apr2021","Environment",0
"Noord-West","Apr2021","Inappropriateness",6
"Noord-West","Apr2021","Other",21
"Noord-West","Apr2021","Robbery/Theft",73
"Noord-West","Apr2021","Smuggling",6
"Noord-West","Apr2021","Total",154
"Noord-West","Apr2021","Violence",45
"Noord-West","Aug2021","Environment",0
"Noord-West","Aug2021","Inappropriateness",3
"Noord-West","Aug2021","Other",36
"Noord-West","Aug2021","Robbery/Theft",37
"Noord-West","Aug2021","Smuggling",1
"Noord-West","Aug2021","Total",107
"Noord-West","Aug2021","Violence",29
"Noord-West","Dec2021","Environment",0
"Noord-West","Dec2021","Inappropriateness",7
"Noord-West","Dec2021","Other",26
"Noord-West","Dec2021","Robbery/Theft",55
"Noord-West","Dec2021","Smuggling",2
"Noord-West","Dec2021","Total",156
"Noord-West","Dec2021","Violence",62
"Noord-West","Feb2021","Environment",0
"Noord-West","Feb2021","Inappropriateness",3
"Noord-West","Feb2021","Other",23
"Noord-West","Feb2021","Robbery/Theft",36
"Noord-West","Feb2021","Smuggling",2
"Noord-West","Feb2021","Total",107
"Noord-West","Feb2021","Violence",42
"Noord-West","Jan2021","Environment",0
"Noord-West","Jan2021","Inappropriateness",5
"Noord-West","Jan2021","Other",37
"Noord-West","Jan2021","Robbery/Theft",61
"Noord-West","Jan2021","Smuggling",0
"Noord-West","Jan2021","Total",154
"Noord-West","Jan2021","Violence",51
"Noord-West","July2021","Environment",0
"Noord-West","July2021","Inappropriateness",5
"Noord-West","July2021","Other",30
"Noord-West","July2021","Robbery/Theft",38
"Noord-West","July2021","Smuggling",4
"Noord-West","July2021","Total",125
"Noord-West","July2021","Violence",47
"Noord-West","June021","Environment",0
"Noord-West","June021","Inappropriateness",8
"Noord-West","June021","Other",26
"Noord-West","June021","Robbery/Theft",39
"Noord-West","June021","Smuggling",4
"Noord-West","June021","Total",128
"Noord-West","June021","Violence",46
"Noord-West","May2021","Environment",0
"Noord-West","May2021","Inappropriateness",1
"Noord-West","May2021","Other",27
"Noord-West","May2021","Robbery/Theft",50
"Noord-West","May2021","Smuggling",3
"Noord-West","May2021","Total",120
"Noord-West","May2021","Violence",37
"Noord-West","Mrt2021","Environment",0
"Noord-West","Mrt2021","Inappropriateness",6
"Noord-West","Mrt2021","Other",38
"Noord-West","Mrt2021","Robbery/Theft",54
"Noord-West","Mrt2021","Smuggling",1
"Noord-West","Mrt2021","Total",151
"Noord-West","Mrt2021","Violence",50
"Noord-West","Nov2021","Environment",0
"Noord-West","Nov2021","Inappropriateness",4
"Noord-West","Nov2021","Other",32
"Noord-West","Nov2021","Robbery/Theft",51
"Noord-West","Nov2021","Smuggling",5
"Noord-West","Nov2021","Total",151
"Noord-West","Nov2021","Violence",58
"Noord-West","Oct2021","Environment",0
"Noord-West","Oct2021","Inappropriateness",2
"Noord-West","Oct2021","Other",25
"Noord-West","Oct2021","Robbery/Theft",60
"Noord-West","Oct2021","Smuggling",1
"Noord-West","Oct2021","Total",131
"Noord-West","Oct2021","Violence",43
"Noord-West","Sept2021","Environment",0
"Noord-West","Sept2021","Inappropriateness",5
"Noord-West","Sept2021","Other",22
"Noord-West","Sept2021","Robbery/Theft",48
"Noord-West","Sept2021","Smuggling",1
"Noord-West","Sept2021","Total",119
"Noord-West","Sept2021","Violence",40
"Oostelijk Havengebied - Indische Buurt","Apr2021","Environment",0
"Oostelijk Havengebied - Indische Buurt","Apr2021","Inappropriateness",2
"Oostelijk Havengebied - Indische Buurt","Apr2021","Other",26
"Oostelijk Havengebied - Indische Buurt","Apr2021","Robbery/Theft",56
"Oostelijk Havengebied - Indische Buurt","Apr2021","Smuggling",3
"Oostelijk Havengebied - Indische Buurt","Apr2021","Total",137
"Oostelijk Havengebied - Indische Buurt","Apr2021","Violence",41
"Oostelijk Havengebied - Indische Buurt","Aug2021","Environment",0
"Oostelijk Havengebied - Indische Buurt","Aug2021","Inappropriateness",5
"Oostelijk Havengebied - Indische Buurt","Aug2021","Other",33
"Oostelijk Havengebied - Indische Buurt","Aug2021","Robbery/Theft",71
"Oostelijk Havengebied - Indische Buurt","Aug2021","Smuggling",0
"Oostelijk Havengebied - Indische Buurt","Aug2021","Total",144
