"Neighborhoods","Listing_sum","Average_price","Percentage_home_apt","Percentage_hotel_room","Percentage_private_room","Percentage_shared_room","Periods","CrimeType_Category","total_crime_sum"
"Bos en Lommer",346,136.923387096774,0.838709677419355,0.00403225806451613,0.153225806451613,0.00403225806451613,"Oct2021","Environment",0
"Bos en Lommer",346,136.923387096774,0.838709677419355,0.00403225806451613,0.153225806451613,0.00403225806451613,"Oct2021","Inappropriateness",6
"Bos en Lommer",346,136.923387096774,0.838709677419355,0.00403225806451613,0.153225806451613,0.00403225806451613,"Oct2021","Other",19
"Bos en Lommer",346,136.923387096774,0.838709677419355,0.00403225806451613,0.153225806451613,0.00403225806451613,"Oct2021","Robbery/Theft",126
"Bos en Lommer",346,136.923387096774,0.838709677419355,0.00403225806451613,0.153225806451613,0.00403225806451613,"Oct2021","Smuggling",2
"Bos en Lommer",346,136.923387096774,0.838709677419355,0.00403225806451613,0.153225806451613,0.00403225806451613,"Oct2021","Total",213
"Bos en Lommer",346,136.923387096774,0.838709677419355,0.00403225806451613,0.153225806451613,0.00403225806451613,"Oct2021","Violence",55
"Bos en Lommer",346,136.923387096774,0.838709677419355,0.00403225806451613,0.153225806451613,0.00403225806451613,"Sept2021","Environment",0
"Bos en Lommer",346,136.923387096774,0.838709677419355,0.00403225806451613,0.153225806451613,0.00403225806451613,"Sept2021","Inappropriateness",6
"Bos en Lommer",346,136.923387096774,0.838709677419355,0.00403225806451613,0.153225806451613,0.00403225806451613,"Sept2021","Other",14
"Bos en Lommer",346,136.923387096774,0.838709677419355,0.00403225806451613,0.153225806451613,0.00403225806451613,"Sept2021","Robbery/Theft",97
"Bos en Lommer",346,136.923387096774,0.838709677419355,0.00403225806451613,0.153225806451613,0.00403225806451613,"Sept2021","Smuggling",3
"Bos en Lommer",346,136.923387096774,0.838709677419355,0.00403225806451613,0.153225806451613,0.00403225806451613,"Sept2021","Total",186
"Bos en Lommer",346,136.923387096774,0.838709677419355,0.00403225806451613,0.153225806451613,0.00403225806451613,"Sept2021","Violence",58
"Buitenveldert - Zuidas",110,127.142857142857,0.660714285714286,0,0.339285714285714,0,"Apr2021","Environment",0
"Buitenveldert - Zuidas",110,127.142857142857,0.660714285714286,0,0.339285714285714,0,"Apr2021","Inappropriateness",9
"Buitenveldert - Zuidas",110,127.142857142857,0.660714285714286,0,0.339285714285714,0,"Apr2021","Other",26
"Buitenveldert - Zuidas",110,127.142857142857,0.660714285714286,0,0.339285714285714,0,"Apr2021","Robbery/Theft",66
"Buitenveldert - Zuidas",110,127.142857142857,0.660714285714286,0,0.339285714285714,0,"Apr2021","Smuggling",3
"Buitenveldert - Zuidas",110,127.142857142857,0.660714285714286,0,0.339285714285714,0,"Apr2021","Total",155
"Buitenveldert - Zuidas",110,127.142857142857,0.660714285714286,0,0.339285714285714,0,"Apr2021","Violence",49
"Buitenveldert - Zuidas",110,127.142857142857,0.660714285714286,0,0.339285714285714,0,"Aug2021","Environment",0
"Buitenveldert - Zuidas",110,127.142857142857,0.660714285714286,0,0.339285714285714,0,"Aug2021","Inappropriateness",10
"Buitenveldert - Zuidas",110,127.142857142857,0.660714285714286,0,0.339285714285714,0,"Aug2021","Other",32
"Buitenveldert - Zuidas",110,127.142857142857,0.660714285714286,0,0.339285714285714,0,"Aug2021","Robbery/Theft",95
"Buitenveldert - Zuidas",110,127.142857142857,0.660714285714286,0,0.339285714285714,0,"Aug2021","Smuggling",3
"Buitenveldert - Zuidas",110,127.142857142857,0.660714285714286,0,0.339285714285714,0,"Aug2021","Total",178
"Buitenveldert - Zuidas",110,127.142857142857,0.660714285714286,0,0.339285714285714,0,"Aug2021","Violence",36
"Buitenveldert - Zuidas",110,127.142857142857,0.660714285714286,0,0.339285714285714,0,"Dec2021","Environment",0
"Buitenveldert - Zuidas",110,127.142857142857,0.660714285714286,0,0.339285714285714,0,"Dec2021","Inappropriateness",9
"Buitenveldert - Zuidas",110,127.142857142857,0.660714285714286,0,0.339285714285714,0,"Dec2021","Other",22
